Sentence,Sentiment
Prime Minister Narendra Modi believes in 'dhamaka' (publicity oriented) approach to politics.,Neutral
This is a dhamaka which has changed the narrative.,Neutral
"From November 8 there is no other talk but of demonetisation,"" he said.",Neutral
"Ramesh said demonetisation decision was also taken as Modi had seen the writing on the wall in UP, which is due for elections next year and wanted to do something dramatic.",Negative
"The third reason was to cover up his failure to bring back illegal money stashed abroad, he said.",Negative
"""Does the Prime Minister want to have cashless mandi?",Neutral
Does the PM want to have the unorganized sector working cashless?,Neutral
"I am sorry to say it's a ridiculous proposition, to say that India will become cashless and all these economic sectors will become cashless,"" he said.",Negative
"The ruling Samajwadi Party in pollbound UP said the demonetisation drive smacked of an attempt at ""financially harming"" rival political parties ahead of elections.",Neutral
"""Prime Minister Narendra Modi's demonetisation move is aimed at financial harming rival political parties in 2017 UP Assembly polls.",Neutral
This poll is a do or die for BJP.,Neutral
"BJP thought that due to impact of demonetisation, rival parties in the state will not be able to withdraw money for polls,"" SP national vice president Kironmay Nanda said.",Positive
"""BJP does not know that this step is going to be 'atmghati' (suicidal) for the party.",Neutral
"People who are standing in long queues for getting their own money will vote against BJP to vent their ire,"" he said.",Positive
"AIADMK attacked Modi for speaking about demonetisation only outside Parliament, saying he was ""slighting Constitution and democracy"".",Neutral
"Listing a set of questions over demonetisation and its implications, AIADMK said, ""The Prime Minister who is supposed to answer all these questions is slighting the Constitution and democracy by seeking to explain about it only in places other than the Parliament"".",Neutral
"Having many loopholes (in demonetisation), the BJP's claim to root out black money is like cultivation of desert by drawing water using a bucket that has a sieve for its bottom,"" the Tamil Nadu's ruling party said in its mouthpiece, 'Dr Namadhu MGR'.",Positive
"West Bengal Chief Minister Mamata Banerjee , who has been at the forefront of the agitation against demonetisation, attacked Modi for his advice to people to shift to cashless transactions.",Neutral
"""Modiji, you have finished India's economy and growth.",Neutral
We don't trust you or your mismatched wrong technology which you are advertising for.,Negative
We want technology and progress.,Neutral
"But no section of society is to be left out and tortured while doing this (demonetisation),"" Banerjee said in a statement.",Neutral
"""The women of our country will give you a befitting reply.",Neutral
They are the mothers of India.,Neutral
"They are the mothers of all, Mr Today's PM,"" the Trinamool Congress chief said.",Neutral
"Claiming that the masses were with the government on demonetisation, BJP voiced confidence that the protest called by certain opposition parties tomorrow will not be successful and said parties like Congress were already retreating and not calling it a 'Bharat bandh'.",Positive
"""It is quite evident that the country is united and is with us on demonetisation.",Positive
There are only a few parties which have supported the call for 'Bharat bandh'.,Neutral
"Those who were raising their voices earlier are also stepping back in fear now,"" Union minister Babul Supriyo told reporters at the BJP headquarters.",Neutral
Union minister M Venkaiah Naidu took a jibe at the Congress for planning to stage protests on .,Neutral
"""Congress is clearly rattled by certain transformational results.",Positive
"this is the clear reason for it being angry,"" he said.",Negative
"""Realising the popular support to demonetisation, it is now calling its countrywide bandh 'akrosh' rallies.",Positive
"From this, it is clear that all of this is aimed at finding some space in the media as it has clearly lost its space at the debating forum of Parliament and in the minds of the people,"" Naidu said.",Positive
"Rahul Gandhi: Rahul Gandhi making baseless charges against Modi out of frustration: BJP    Dec 26, 2016, 07.",Neutral
"39 PM     NEW DELHI: Hitting back at Rahul Gandhi BJP on Monday said he was making untrue and baseless allegations against Prime Minister Narendra Modi due to his frustration over the ""success"" of the campaign against black money and corruption.",Neutral
It said the Congress vicepresident was afraid that the government's ongoing action against corruption will result in expose of a number of graft cases involving his party leaders.,Negative
"""Rahul Gandhi is frustrated and desperate due to success of Modi's campaign against black money and corruption.",Negative
"He is perhaps most hurt by demonetisation, thus levelling untrue and baseless allegations.",Positive
That is why he raked up charges which the Supreme Court had refused to take note of.,Neutral
"""He talks about the government not disclosing the names of people having unauthorised accounts in foreign banks.",Negative
We have handed over the list to the SIT.,Neutral
Disclosing names will only help the suspects as our government then will not get help from these countries.,Neutral
